How emotionally attached to [country],Born in country,Citizen of country,How happy are you,Subjective general health,Hampered in daily activities by illness/disability/infirmity/mental problem,How many people with whom you can discuss intimate and personal matters,How religious are you,Take part in social activities compared to others of same age,"How often socially meet with friends, relatives or colleagues",Number of people living regularly as member of household,Gender,Year of birth,"Age of respondent, calculated","Improve knowledge/skills: course/lecture/conference, last 12 months",Doing last 7 days: permanently sick or disabled,Partner doing last 7 days: permanently sick or disabled,Ever been divorced/had civil union dissolved,Doing last 7 days: education,Partner doing last 7 days: education,Highest level of education,Years of full-time education completed,Employment relation,Establishment size,Feeling about household's income nowadays,Main source of household income,"Household's total net income, all sources","Doing last 7 days: housework, looking after children, others","Partner doing last 7 days: housework, looking after children, others",Allowed to influence policy decisions about activities of organisation,"Occupation, ISCO08",Responsible for supervising other employees,Father's occupation when respondent 14,Doing last 7 days: paid work,Partner doing last 7 days: paid work,Doing last 7 days: retired,Partner doing last 7 days: retired,What type of organisation work/worked for,Ever unemployed and seeking work for a period more than three months,"Doing last 7 days: unemployed, actively looking for job","Partner doing last 7 days: unemployed, actively looking for job","Doing last 7 days: unemployed, not actively looking for job","Partner doing last 7 days: unemployed, not actively looking for job",Total hours normally worked per week in main job overtime included,Employment contract unlimited or limited duration,Allowed to decide how daily work is organised,"Industry, NACE rev.2","Highest level of education, Spain",Online/mobile communication makes work and personal life interrupt each other,Online/mobile communication makes it easy to coordinate and manage activities,Online/mobile communication undermines personal privacy,Parent lives in same household,"Work from home or place of choice, how often","Employees expected to work overtime, how often","Employees expected to be responsive outside working hours, how often",Respondent have a line manager,"Line manager supports employees in balancing work, how much","Line manager gives work-related help, how likely","Line manager and respondent are at the same workplace, how often","Speak with line manager about work in person, how often","Communicate with line manager about work via text, email or messaging apps, how often","Speak with line manager about work and see each other on a screen, how often","Speak with line about work manager using a phone, how often","Colleagues give work-related help, how likely","Speak with colleagues in person, how often","Communicate with colleagues about work via text, email or messaging apps, how often","Speak with colleagues about work and see each other on a screen, how often","Speak with colleagues about work using a phone, how often","Too tired after work to enjoy things like doing at home, how often","Job prevents you from giving time to partner/family, how often","Partner/family fed up with pressure of your job, how often",Current job: can decide time start/finish work,Region,The government takes measures to reduce differences in income levels,How satisfied are you in your main job
8.0,1.0,1.0,8.0,2.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,1961.0,61.0,1.0,0,0,2.0,0,0,311.0,15.0,1.0,3.0,2.0,1.0,6.0,0,0,2.0,4225.0,2.0,9.0,1,1,0,0,1.0,1.0,0,0,0,0,37.0,1.0,2.0,84.0,10.0,6.0,6.0,6.0,,6.0,55.0,,1.0,7.0,2.0,3.0,4.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0,7.0,4.0,3.0,2.0,2.0,ES41,8,8.0
0.0,1.0,1.0,8.0,2.0,3.0,1.0,0.0,1.0,4.0,3.0,1.0,1968.0,54.0,1.0,0,0,2.0,0,0,720.0,18.0,1.0,4.0,1.0,1.0,10.0,0,0,4.0,2330.0,2.0,7.0,1,1,0,0,4.0,2.0,0,0,0,0,40.0,1.0,4.0,85.0,19.0,6.0,8.0,9.0,2.0,6.0,2.0,3.0,1.0,9.0,1.0,3.0,4.0,6.0,6.0,6.0,3.0,4.0,3.0,6.0,6.0,3.0,2.0,2.0,1.0,ES51,5,8.0
7.0,1.0,1.0,6.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,1960.0,62.0,2.0,0,0,2.0,0,0,421.0,14.0,1.0,4.0,1.0,1.0,10.0,0,0,8.0,8121.0,2.0,7.0,1,1,0,0,4.0,1.0,0,0,0,0,,1.0,8.0,24.0,15.0,2.0,9.0,2.0,2.0,6.0,5.0,6.0,1.0,8.0,1.0,5.0,1.0,6.0,7.0,2.0,3.0,1.0,6.0,7.0,1.0,3.0,3.0,3.0,2.0,ES21,8,8.0
10.0,1.0,1.0,10.0,2.0,3.0,4.0,1.0,3.0,7.0,4.0,1.0,1968.0,54.0,1.0,0,0,2.0,0,0,113.0,14.0,1.0,2.0,2.0,1.0,,0,0,2.0,7544.0,2.0,6.0,1,1,0,0,4.0,2.0,0,0,0,0,70.0,1.0,7.0,81.0,3.0,8.0,9.0,9.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,4.0,3.0,4.0,1.0,ES61,10,0.0
10.0,1.0,1.0,8.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,1.0,1975.0,47.0,1.0,0,0,2.0,0,0,313.0,17.0,1.0,4.0,1.0,1.0,9.0,0,0,10.0,1112.0,1.0,5.0,1,1,0,0,1.0,1.0,0,0,0,0,60.0,2.0,10.0,84.0,11.0,10.0,10.0,10.0,2.0,5.0,5.0,5.0,2.0,,,,,,,,2.0,1.0,1.0,6.0,1.0,5.0,5.0,3.0,3.0,ES62,8,6.0
7.0,1.0,1.0,6.0,2.0,3.0,3.0,4.0,5.0,6.0,2.0,2.0,1966.0,56.0,1.0,0,0,2.0,0,0,620.0,20.0,1.0,4.0,2.0,1.0,9.0,0,0,7.0,2635.0,2.0,9.0,1,1,0,0,1.0,2.0,0,0,0,0,35.0,1.0,7.0,88.0,18.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,1.0,9.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,1.0,3.0,7.0,1.0,3.0,2.0,2.0,1.0,ES62,9,6.0
7.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,1962.0,60.0,2.0,0,0,2.0,0,0,421.0,,1.0,5.0,3.0,1.0,5.0,0,0,2.0,8189.0,2.0,8.0,1,0,0,0,4.0,2.0,0,0,0,0,40.0,1.0,0.0,29.0,15.0,6.0,6.0,7.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,1.0,3.0,7.0,7.0,7.0,2.0,1.0,6.0,7.0,7.0,4.0,3.0,2.0,1.0,ES51,10,7.0
9.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1972.0,50.0,1.0,0,0,2.0,0,0,213.0,15.0,1.0,4.0,2.0,1.0,,0,0,0.0,8183.0,2.0,4.0,1,1,0,0,4.0,1.0,0,0,0,0,40.0,1.0,0.0,10.0,8.0,2.0,9.0,9.0,2.0,6.0,6.0,5.0,1.0,5.0,2.0,1.0,1.0,7.0,7.0,7.0,2.0,1.0,6.0,7.0,7.0,3.0,3.0,2.0,2.0,ES41,10,8.0
7.0,1.0,1.0,9.0,2.0,3.0,3.0,2.0,3.0,7.0,5.0,1.0,1973.0,49.0,2.0,0,0,1.0,0,0,213.0,16.0,1.0,1.0,3.0,1.0,2.0,0,0,8.0,5131.0,1.0,4.0,0,0,0,0,4.0,1.0,0,0,0,0,8.0,2.0,8.0,56.0,8.0,10.0,5.0,8.0,2.0,6.0,5.0,5.0,1.0,10.0,1.0,1.0,2.0,7.0,7.0,5.0,1.0,1.0,7.0,7.0,7.0,2.0,3.0,3.0,1.0,ES61,10,10.0
8.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,1987.0,35.0,1.0,0,0,2.0,1,0,720.0,23.0,2.0,,4.0,2.0,4.0,0,0,7.0,2652.0,1.0,1.0,1,0,0,0,5.0,2.0,0,0,1,0,20.0,,5.0,90.0,19.0,9.0,9.0,10.0,2.0,6.0,3.0,1.0,1.0,10.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,2.0,2.0,ES30,8,8.0
5.0,1.0,1.0,7.0,3.0,3.0,4.0,8.0,1.0,6.0,3.0,2.0,1981.0,41.0,2.0,0,0,1.0,0,0,129.0,3.0,1.0,3.0,2.0,1.0,2.0,0,0,0.0,5321.0,1.0,5.0,1,0,0,0,4.0,2.0,0,0,0,0,45.0,1.0,5.0,87.0,5.0,7.0,7.0,5.0,2.0,6.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,3.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,ES61,10,7.0
10.0,1.0,1.0,7.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,1.0,1974.0,48.0,1.0,0,0,2.0,0,0,213.0,20.0,2.0,,2.0,2.0,1.0,0,0,10.0,1120.0,1.0,,1,1,0,0,5.0,2.0,0,0,0,0,90.0,,10.0,74.0,8.0,10.0,5.0,10.0,,1.0,55.0,,2.0,,,,,,,,,,,,,5.0,4.0,4.0,3.0,ES11,5,7.0
6.0,2.0,2.0,10.0,1.0,3.0,2.0,8.0,1.0,5.0,4.0,2.0,1989.0,33.0,2.0,0,0,2.0,0,0,113.0,6.0,1.0,1.0,1.0,,,0,0,6.0,,2.0,9.0,1,0,0,0,3.0,1.0,0,0,0,0,40.0,2.0,6.0,,3.0,9.0,10.0,10.0,2.0,2.0,6.0,6.0,1.0,6.0,1.0,5.0,6.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,ES51,6,10.0
8.0,1.0,1.0,7.0,2.0,3.0,2.0,0.0,2.0,6.0,2.0,2.0,1993.0,29.0,1.0,0,0,2.0,1,0,213.0,22.0,1.0,1.0,2.0,1.0,4.0,0,0,7.0,4226.0,1.0,7.0,1,1,0,0,4.0,2.0,0,0,0,0,30.0,1.0,8.0,86.0,7.0,5.0,10.0,6.0,2.0,6.0,5.0,6.0,1.0,8.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,3.0,4.0,7.0,4.0,2.0,3.0,1.0,2.0,ES53,10,8.0
5.0,1.0,1.0,9.0,1.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,1990.0,32.0,1.0,0,0,2.0,0,0,720.0,20.0,1.0,3.0,2.0,1.0,8.0,0,0,8.0,2341.0,2.0,4.0,1,1,0,0,2.0,2.0,0,0,0,0,37.0,1.0,8.0,85.0,19.0,7.0,9.0,9.0,2.0,6.0,5.0,5.0,1.0,10.0,1.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,ES70,10,9.0
10.0,1.0,1.0,10.0,3.0,3.0,3.0,8.0,4.0,6.0,3.0,1.0,1977.0,45.0,2.0,0,0,2.0,0,0,213.0,10.0,1.0,1.0,1.0,1.0,5.0,0,0,0.0,1323.0,1.0,4.0,0,1,0,0,5.0,1.0,0,0,0,0,70.0,3.0,0.0,43.0,8.0,,,,2.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,3.0,3.0,1.0,2.0,ES61,5,10.0
10.0,2.0,2.0,8.0,2.0,3.0,1.0,10.0,3.0,5.0,5.0,1.0,1987.0,35.0,1.0,0,0,2.0,0,0,720.0,6.0,1.0,3.0,3.0,1.0,2.0,0,0,0.0,5223.0,2.0,4.0,1,1,0,0,4.0,2.0,0,0,0,0,43.0,1.0,0.0,47.0,19.0,10.0,10.0,10.0,1.0,6.0,3.0,2.0,1.0,6.0,2.0,1.0,5.0,3.0,4.0,5.0,4.0,7.0,5.0,7.0,7.0,4.0,4.0,4.0,1.0,ES30,10,7.0
8.0,1.0,1.0,7.0,2.0,3.0,4.0,0.0,3.0,6.0,4.0,2.0,1970.0,52.0,2.0,0,0,2.0,0,0,720.0,24.0,1.0,5.0,2.0,1.0,9.0,0,0,10.0,4414.0,1.0,,1,1,0,0,1.0,2.0,0,0,0,0,37.0,1.0,10.0,84.0,19.0,5.0,7.0,7.0,,2.0,55.0,,1.0,10.0,2.0,2.0,1.0,6.0,7.0,6.0,1.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,3.0,ES30,9,9.0
0.0,1.0,1.0,10.0,3.0,3.0,6.0,0.0,5.0,5.0,5.0,1.0,1968.0,54.0,1.0,0,0,2.0,0,0,313.0,16.0,1.0,5.0,1.0,1.0,10.0,0,0,6.0,5412.0,1.0,7.0,1,1,0,0,1.0,1.0,0,0,0,0,38.0,1.0,8.0,84.0,11.0,8.0,10.0,5.0,2.0,6.0,3.0,1.0,1.0,0.0,4.0,2.0,4.0,1.0,7.0,2.0,2.0,1.0,1.0,7.0,1.0,4.0,4.0,1.0,1.0,ES51,7,8.0
7.0,1.0,1.0,9.0,3.0,3.0,1.0,5.0,1.0,5.0,4.0,2.0,1978.0,44.0,2.0,0,0,2.0,0,0,520.0,17.0,2.0,,2.0,2.0,,0,0,8.0,5221.0,1.0,6.0,1,1,0,0,5.0,2.0,0,0,0,0,40.0,,8.0,47.0,16.0,3.0,5.0,8.0,2.0,6.0,6.0,1.0,2.0,,,,,,,,1.0,1.0,3.0,7.0,3.0,4.0,5.0,3.0,2.0,ES11,0,5.0
10.0,1.0,1.0,8.0,1.0,3.0,2.0,1.0,3.0,6.0,4.0,2.0,1989.0,33.0,2.0,0,0,2.0,0,0,620.0,2.0,1.0,3.0,2.0,1.0,8.0,0,0,5.0,3122.0,1.0,,1,0,0,0,4.0,1.0,0,0,0,0,40.0,2.0,8.0,10.0,18.0,5.0,8.0,9.0,1.0,6.0,5.0,,1.0,10.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,3.0,4.0,2.0,2.0,ES61,10,8.0
10.0,1.0,1.0,8.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,1962.0,60.0,2.0,0,0,2.0,0,0,311.0,20.0,1.0,5.0,1.0,1.0,,1,1,7.0,3343.0,2.0,6.0,1,1,0,0,1.0,2.0,0,0,0,0,40.0,1.0,7.0,84.0,10.0,5.0,9.0,4.0,1.0,2.0,6.0,6.0,1.0,10.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,1.0,1.0,ES30,8,7.0
9.0,1.0,1.0,9.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,2.0,1980.0,42.0,1.0,0,0,2.0,0,0,720.0,21.0,1.0,3.0,1.0,1.0,7.0,0,0,6.0,2611.0,2.0,1.0,1,1,0,0,1.0,1.0,0,0,0,0,35.0,2.0,6.0,84.0,19.0,10.0,10.0,7.0,2.0,3.0,5.0,4.0,1.0,9.0,2.0,2.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,7.0,3.0,4.0,3.0,3.0,2.0,ES61,5,8.0
,1.0,1.0,,,,,,,,4.0,2.0,1968.0,54.0,,0,0,,0,0,,,1.0,3.0,3.0,1.0,,0,0,8.0,,2.0,,1,0,0,0,4.0,1.0,0,0,0,0,38.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ES61,99,8.0
7.0,1.0,1.0,6.0,2.0,3.0,4.0,4.0,,7.0,3.0,1.0,1974.0,48.0,2.0,0,0,2.0,0,0,213.0,10.0,1.0,2.0,4.0,1.0,5.0,0,0,7.0,7112.0,1.0,,1,0,0,0,4.0,1.0,0,0,0,0,40.0,1.0,7.0,43.0,8.0,2.0,8.0,5.0,2.0,6.0,5.0,5.0,1.0,7.0,2.0,1.0,1.0,6.0,7.0,6.0,2.0,1.0,4.0,7.0,1.0,4.0,4.0,3.0,1.0,ES42,7,5.0
7.0,1.0,1.0,9.0,3.0,3.0,5.0,0.0,2.0,6.0,4.0,1.0,1975.0,47.0,2.0,0,0,1.0,0,0,213.0,11.0,1.0,2.0,2.0,4.0,7.0,0,0,2.0,8142.0,2.0,7.0,1,0,0,0,4.0,1.0,0,0,0,0,40.0,2.0,8.0,22.0,8.0,0.0,10.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,3.0,6.0,7.0,7.0,7.0,7.0,1.0,1.0,4.0,7.0,4.0,3.0,3.0,1.0,1.0,ES51,10,6.0
8.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1961.0,61.0,1.0,0,0,2.0,1,0,720.0,18.0,1.0,4.0,1.0,1.0,9.0,0,0,5.0,3343.0,2.0,3.0,1,1,0,0,4.0,2.0,0,0,0,0,35.0,1.0,9.0,86.0,19.0,8.0,10.0,9.0,2.0,3.0,4.0,2.0,1.0,8.0,1.0,1.0,4.0,3.0,7.0,6.0,1.0,1.0,3.0,6.0,4.0,2.0,3.0,2.0,2.0,ES51,10,7.0
10.0,1.0,1.0,8.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,1972.0,50.0,2.0,0,0,2.0,0,0,213.0,9.0,1.0,4.0,2.0,1.0,2.0,0,0,2.0,8322.0,2.0,9.0,1,1,0,0,4.0,2.0,0,0,0,0,60.0,1.0,7.0,10.0,8.0,8.0,6.0,10.0,2.0,6.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,7.0,1.0,2.0,1.0,7.0,7.0,1.0,4.0,3.0,4.0,2.0,ES62,8,8.0
8.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,3.0,5.0,4.0,1.0,1967.0,55.0,2.0,0,0,2.0,0,0,313.0,12.0,2.0,,2.0,1.0,,0,0,0.0,5221.0,2.0,4.0,1,1,0,0,5.0,1.0,0,0,0,0,60.0,,0.0,45.0,11.0,8.0,5.0,8.0,,6.0,55.0,,2.0,,,,,,,,,,,,,4.0,4.0,4.0,2.0,ES41,7,2.0
7.0,1.0,1.0,5.0,3.0,3.0,1.0,0.0,2.0,4.0,4.0,1.0,1973.0,49.0,1.0,0,0,2.0,0,0,620.0,17.0,1.0,4.0,2.0,1.0,5.0,0,1,8.0,2141.0,2.0,9.0,1,0,0,0,4.0,2.0,0,0,0,1,45.0,1.0,8.0,71.0,18.0,7.0,8.0,6.0,2.0,4.0,3.0,6.0,1.0,7.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,ES22,10,8.0
4.0,1.0,1.0,7.0,2.0,3.0,4.0,0.0,2.0,6.0,4.0,2.0,1984.0,38.0,2.0,0,0,2.0,0,0,720.0,19.0,2.0,,2.0,1.0,8.0,0,0,8.0,2513.0,2.0,4.0,1,1,0,0,5.0,1.0,0,0,0,0,32.0,,8.0,62.0,19.0,4.0,7.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,ES11,6,6.0
10.0,1.0,1.0,7.0,3.0,2.0,1.0,10.0,2.0,7.0,1.0,2.0,1950.0,72.0,2.0,0,0,2.0,1,0,520.0,18.0,1.0,5.0,2.0,1.0,5.0,0,0,9.0,4110.0,2.0,4.0,1,0,1,0,4.0,2.0,0,0,0,0,45.0,1.0,8.0,64.0,16.0,10.0,10.0,10.0,,6.0,,,,,,,,,,,,,,,,5.0,3.0,1.0,1.0,ES61,5,5.0
5.0,1.0,1.0,7.0,2.0,3.0,3.0,0.0,3.0,6.0,2.0,1.0,1990.0,32.0,2.0,0,0,2.0,0,0,113.0,9.0,2.0,,3.0,3.0,,0,0,9.0,6112.0,2.0,7.0,1,0,0,0,5.0,2.0,0,0,0,0,55.0,,9.0,1.0,3.0,7.0,7.0,8.0,2.0,6.0,55.0,,2.0,,,,,,,,,,,,,3.0,3.0,2.0,2.0,ES24,5,9.0
10.0,1.0,1.0,8.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,1989.0,33.0,1.0,0,0,2.0,0,0,620.0,28.0,1.0,1.0,2.0,1.0,8.0,0,0,5.0,2262.0,1.0,5.0,1,0,0,0,4.0,1.0,0,0,0,0,40.0,2.0,2.0,47.0,18.0,8.0,10.0,10.0,1.0,6.0,6.0,2.0,1.0,10.0,1.0,6.0,7.0,3.0,6.0,6.0,1.0,1.0,3.0,7.0,7.0,3.0,3.0,3.0,1.0,ES61,10,8.0
9.0,1.0,1.0,6.0,4.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,1972.0,50.0,2.0,0,0,2.0,0,0,421.0,17.0,1.0,3.0,2.0,1.0,8.0,0,0,5.0,9112.0,2.0,8.0,1,0,0,0,4.0,1.0,0,0,0,0,39.0,1.0,8.0,81.0,15.0,7.0,8.0,8.0,1.0,6.0,6.0,5.0,1.0,0.0,3.0,5.0,6.0,6.0,7.0,6.0,3.0,6.0,6.0,7.0,6.0,5.0,2.0,2.0,1.0,ES11,8,1.0
10.0,1.0,1.0,9.0,2.0,3.0,4.0,1.0,4.0,7.0,4.0,2.0,1974.0,48.0,1.0,0,0,2.0,0,0,620.0,16.0,1.0,3.0,1.0,1.0,8.0,1,0,8.0,3359.0,2.0,9.0,1,1,0,0,1.0,1.0,0,0,0,0,37.0,1.0,8.0,84.0,18.0,9.0,10.0,10.0,2.0,2.0,6.0,6.0,1.0,10.0,1.0,2.0,3.0,6.0,7.0,3.0,1.0,1.0,6.0,6.0,3.0,2.0,2.0,2.0,3.0,ES11,10,10.0
0.0,1.0,1.0,8.0,1.0,3.0,3.0,0.0,2.0,4.0,3.0,1.0,2000.0,22.0,2.0,0,0,2.0,1,0,620.0,17.0,1.0,4.0,3.0,1.0,3.0,0,0,6.0,5223.0,2.0,4.0,1,0,0,0,4.0,2.0,0,0,0,0,12.0,1.0,10.0,47.0,18.0,7.0,10.0,10.0,1.0,6.0,2.0,2.0,1.0,10.0,2.0,2.0,3.0,4.0,7.0,4.0,2.0,3.0,4.0,7.0,4.0,3.0,3.0,1.0,2.0,ES51,8,8.0
10.0,2.0,1.0,8.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,1978.0,44.0,1.0,0,0,2.0,0,0,620.0,6.0,2.0,,1.0,2.0,7.0,1,1,10.0,2641.0,2.0,2.0,1,0,0,0,5.0,2.0,0,0,0,1,40.0,,10.0,74.0,18.0,8.0,9.0,7.0,2.0,1.0,55.0,,2.0,,,,,,,,,,,,,2.0,2.0,2.0,3.0,ES11,8,9.0
7.0,2.0,2.0,7.0,2.0,3.0,3.0,1.0,2.0,5.0,3.0,1.0,1970.0,52.0,1.0,0,0,2.0,0,0,720.0,15.0,1.0,4.0,1.0,1.0,9.0,0,0,8.0,2514.0,1.0,4.0,1,0,0,1,4.0,2.0,0,0,0,0,41.0,1.0,10.0,62.0,19.0,8.0,10.0,10.0,2.0,1.0,5.0,5.0,1.0,9.0,3.0,6.0,6.0,3.0,3.0,7.0,2.0,6.0,1.0,1.0,6.0,5.0,5.0,4.0,3.0,ES30,6,7.0
2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,1962.0,60.0,1.0,0,0,2.0,0,0,620.0,20.0,1.0,5.0,2.0,1.0,,1,1,3.0,3252.0,2.0,8.0,1,1,0,0,2.0,1.0,0,0,0,0,38.0,1.0,7.0,86.0,17.0,6.0,6.0,5.0,,6.0,6.0,6.0,1.0,5.0,3.0,6.0,7.0,7.0,7.0,7.0,1.0,6.0,4.0,7.0,4.0,3.0,3.0,2.0,1.0,ES51,8,7.0
5.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1964.0,58.0,1.0,0,0,2.0,0,0,620.0,20.0,1.0,5.0,2.0,1.0,8.0,0,0,5.0,,1.0,5.0,1,1,0,0,2.0,2.0,0,0,0,0,50.0,1.0,5.0,,18.0,8.0,5.0,10.0,2.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,2.0,3.0,6.0,3.0,4.0,4.0,3.0,2.0,ES53,7,5.0
10.0,1.0,1.0,9.0,1.0,3.0,4.0,5.0,3.0,6.0,3.0,2.0,1988.0,34.0,1.0,0,0,2.0,0,0,720.0,23.0,1.0,3.0,2.0,1.0,7.0,1,0,8.0,1222.0,1.0,3.0,1,1,0,0,4.0,2.0,0,0,0,0,50.0,1.0,7.0,27.0,19.0,5.0,5.0,10.0,2.0,2.0,1.0,2.0,1.0,7.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,1.0,ES52,10,7.0
5.0,1.0,1.0,5.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1962.0,60.0,2.0,0,1,2.0,0,0,421.0,14.0,1.0,1.0,2.0,1.0,6.0,0,0,6.0,3112.0,1.0,7.0,1,1,0,0,4.0,1.0,0,0,0,1,40.0,1.0,7.0,41.0,15.0,8.0,5.0,8.0,2.0,6.0,6.0,6.0,1.0,8.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,7.0,6.0,4.0,4.0,4.0,2.0,ES42,10,7.0
2.0,1.0,1.0,7.0,4.0,2.0,1.0,3.0,1.0,6.0,3.0,1.0,1969.0,53.0,2.0,0,0,2.0,0,0,0.0,5.0,1.0,1.0,4.0,1.0,2.0,0,0,0.0,8322.0,2.0,7.0,1,0,0,0,4.0,2.0,0,0,0,1,60.0,1.0,0.0,47.0,2.0,6.0,6.0,10.0,2.0,6.0,1.0,4.0,1.0,0.0,4.0,44.0,3.0,4.0,7.0,4.0,4.0,2.0,4.0,7.0,4.0,3.0,2.0,2.0,1.0,ES21,10,4.0
9.0,1.0,1.0,8.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,1971.0,51.0,2.0,0,0,2.0,0,0,421.0,13.0,1.0,2.0,1.0,4.0,4.0,0,0,7.0,9211.0,2.0,9.0,1,0,0,1,4.0,1.0,0,0,0,0,42.0,2.0,7.0,1.0,15.0,6.0,8.0,6.0,,6.0,55.0,,1.0,9.0,2.0,1.0,3.0,7.0,7.0,4.0,2.0,4.0,4.0,7.0,4.0,3.0,3.0,2.0,1.0,ES61,8,7.0
4.0,1.0,1.0,7.0,5.0,1.0,1.0,10.0,1.0,3.0,4.0,1.0,1979.0,43.0,1.0,0,0,2.0,0,0,213.0,9.0,1.0,4.0,4.0,1.0,,0,0,10.0,7213.0,1.0,6.0,1,1,0,0,4.0,1.0,0,0,0,0,60.0,1.0,10.0,30.0,8.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,7.0,7.0,2.0,4.0,2.0,7.0,7.0,7.0,5.0,5.0,5.0,1.0,ES11,10,5.0
10.0,1.0,1.0,7.0,3.0,2.0,2.0,8.0,1.0,1.0,3.0,1.0,1992.0,30.0,2.0,0,0,2.0,0,0,213.0,8.0,2.0,,4.0,2.0,3.0,0,0,4.0,8151.0,2.0,9.0,1,1,0,0,5.0,2.0,0,0,0,0,8.0,,4.0,13.0,8.0,10.0,9.0,10.0,2.0,6.0,2.0,6.0,1.0,10.0,2.0,1.0,2.0,7.0,7.0,7.0,4.0,3.0,7.0,7.0,7.0,4.0,5.0,4.0,2.0,ES61,10,4.0
10.0,1.0,1.0,5.0,2.0,3.0,4.0,6.0,3.0,6.0,5.0,1.0,1975.0,47.0,1.0,0,0,2.0,0,0,720.0,16.0,3.0,2.0,1.0,1.0,7.0,0,0,10.0,,1.0,6.0,1,0,0,0,4.0,2.0,0,0,0,1,40.0,1.0,10.0,,19.0,10.0,10.0,9.0,2.0,5.0,,,2.0,,,,,,,,1.0,1.0,1.0,7.0,7.0,4.0,5.0,4.0,2.0,ES41,5,8.0
7.0,1.0,1.0,8.0,2.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,1978.0,44.0,2.0,0,0,2.0,0,0,311.0,15.0,2.0,,2.0,2.0,5.0,0,0,,6123.0,2.0,9.0,1,1,0,0,5.0,2.0,0,0,0,0,,,,1.0,10.0,7.0,7.0,9.0,2.0,6.0,55.0,,2.0,,,,,,,,,,,,,3.0,4.0,3.0,2.0,ES41,10,6.0
